customer_id,monetary,engagement_days,m_score,e_score,segment
2503,47,90.0,2,2,Regular
2504,77,14.0,3,3,High Value
2505,94,14.0,3,3,High Value
2506,75,90.0,3,2,Regular
2507,82,365.0,3,1,At Risk
2508,36,90.0,1,2,Regular
2509,90,14.0,3,3,High Value
2510,48,90.0,2,2,Regular
2511,42,7.0,1,3,Regular
2512,33,90.0,1,2,Regular
2513,63,30.0,2,2,Regular
2514,53,365.0,2,1,At Risk
2515,37,14.0,1,3,Regular
2516,92,30.0,3,2,Regular
2517,73,90.0,2,2,Regular
2518,38,365.0,1,1,At Risk
2519,51,365.0,2,1,At Risk
2520,90,90.0,3,2,Regular
2521,56,90.0,2,2,Regular
2522,33,90.0,1,2,Regular
2523,53,7.0,2,3,Regular
2524,24,365.0,1,1,At Risk
2525,59,90.0,2,2,Regular
2526,72,7.0,2,3,Regular
2527,28,14.0,1,3,Regular
2528,36,90.0,1,2,Regular
2529,47,30.0,2,2,Regular
2530,62,30.0,2,2,Regular
2531,98,7.0,3,3,High Value
2532,28,90.0,1,2,Regular
2533,86,7.0,3,3,High Value
2534,46,14.0,2,3,Regular
2535,42,7.0,1,3,Regular
2536,80,14.0,3,3,High Value
2537,39,90.0,1,2,Regular
2538,49,14.0,2,3,Regular
2539,32,14.0,1,3,Regular
2540,73,14.0,2,3,Regular
2541,42,90.0,1,2,Regular
2542,58,90.0,2,2,Regular
2543,22,365.0,1,1,At Risk
2544,56,14.0,2,3,Regular
2545,70,90.0,2,2,Regular
2546,50,365.0,2,1,At Risk
2547,21,90.0,1,2,Regular
2548,97,7.0,3,3,High Value
2549,63,30.0,2,2,Regular
2550,60,90.0,2,2,Regular
2551,52,14.0,2,3,Regular
2552,32,365.0,1,1,At Risk
2553,48,365.0,2,1,At Risk
2554,25,90.0,1,2,Regular
2555,68,14.0,2,3,Regular
2556,74,7.0,3,3,High Value
2557,88,90.0,3,2,Regular
2558,23,14.0,1,3,Regular
2559,32,14.0,1,3,Regular
2560,71,90.0,2,2,Regular
2561,62,14.0,2,3,Regular
2562,20,90.0,1,2,Regular
2563,62,14.0,2,3,Regular
2564,81,90.0,3,2,Regular
2565,90,7.0,3,3,High Value
2566,43,90.0,1,2,Regular
2567,38,90.0,1,2,Regular
2568,25,14.0,1,3,Regular
2569,98,14.0,3,3,High Value
2570,75,14.0,3,3,High Value
2571,27,14.0,1,3,Regular
2572,27,14.0,1,3,Regular
2573,42,90.0,1,2,Regular
2574,90,365.0,3,1,At Risk
2575,63,14.0,2,3,Regular
2576,96,365.0,3,1,At Risk
2577,40,90.0,1,2,Regular
2578,39,30.0,1,2,Regular
2579,48,90.0,2,2,Regular
2580,20,7.0,1,3,Regular
2581,29,90.0,1,2,Regular
2582,81,30.0,3,2,Regular
2583,98,90.0,3,2,Regular
2584,93,7.0,3,3,High Value
2585,30,14.0,1,3,Regular
2586,37,7.0,1,3,Regular
2587,28,90.0,1,2,Regular
2588,29,90.0,1,2,Regular
2589,49,14.0,2,3,Regular
2590,53,365.0,2,1,At Risk
2591,66,365.0,2,1,At Risk
2592,61,90.0,2,2,Regular
2593,23,90.0,1,2,Regular
2594,36,90.0,1,2,Regular
2595,81,90.0,3,2,Regular
2596,56,14.0,2,3,Regular
2597,78,30.0,3,2,Regular
2598,25,14.0,1,3,Regular
2599,86,365.0,3,1,At Risk
2600,99,30.0,3,2,Regular
2601,83,14.0,3,3,High Value
2602,33,30.0,1,2,Regular
2603,44,90.0,1,2,Regular
2604,58,365.0,2,1,At Risk
2605,54,7.0,2,3,Regular
2606,93,14.0,3,3,High Value
2607,98,14.0,3,3,High Value
2608,36,90.0,1,2,Regular
2609,68,14.0,2,3,Regular
2610,95,14.0,3,3,High Value
2611,93,90.0,3,2,Regular
2612,99,14.0,3,3,High Value
2613,22,90.0,1,2,Regular
2614,88,30.0,3,2,Regular
2615,65,14.0,2,3,Regular
2616,62,90.0,2,2,Regular
2617,55,365.0,2,1,At Risk
2618,97,365.0,3,1,At Risk
2619,77,30.0,3,2,Regular
2620,40,7.0,1,3,Regular
2621,23,365.0,1,1,At Risk
2622,46,365.0,2,1,At Risk
2623,75,365.0,3,1,At Risk
2624,76,365.0,3,1,At Risk
2625,59,365.0,2,1,At Risk
2626,51,7.0,2,3,Regular
2627,46,90.0,2,2,Regular
2628,26,90.0,1,2,Regular
2629,51,14.0,2,3,Regular
2630,44,365.0,1,1,At Risk
2631,82,90.0,3,2,Regular
2632,44,7.0,1,3,Regular
2633,27,365.0,1,1,At Risk
2634,90,14.0,3,3,High Value
2635,58,90.0,2,2,Regular
2636,80,14.0,3,3,High Value
2637,40,365.0,1,1,At Risk
2638,23,365.0,1,1,At Risk
2639,34,365.0,1,1,At Risk
2640,35,90.0,1,2,Regular
2641,75,14.0,3,3,High Value
2642,60,90.0,2,2,Regular
2643,87,365.0,3,1,At Risk
2644,41,30.0,1,2,Regular
2645,83,90.0,3,2,Regular
2646,81,14.0,3,3,High Value
2647,56,90.0,2,2,Regular
2648,58,365.0,2,1,At Risk
2649,84,14.0,3,3,High Value
2650,21,14.0,1,3,Regular
2651,35,90.0,1,2,Regular
2652,43,90.0,1,2,Regular
2653,20,30.0,1,2,Regular
2654,36,90.0,1,2,Regular
2655,70,365.0,2,1,At Risk
2656,83,14.0,3,3,High Value
2657,76,14.0,3,3,High Value
2658,81,14.0,3,3,High Value
2659,47,30.0,2,2,Regular
2660,35,14.0,1,3,Regular
2661,85,365.0,3,1,At Risk
2662,96,365.0,3,1,At Risk
2663,98,14.0,3,3,High Value
2664,52,365.0,2,1,At Risk
2665,84,7.0,3,3,High Value
2666,71,7.0,2,3,Regular
2667,95,14.0,3,3,High Value
2668,47,14.0,2,3,Regular
2669,75,90.0,3,2,Regular
2670,28,7.0,1,3,Regular
2671,44,14.0,1,3,Regular
2672,64,90.0,2,2,Regular
2673,28,365.0,1,1,At Risk
2674,21,30.0,1,2,Regular
2675,41,90.0,1,2,Regular
2676,38,14.0,1,3,Regular
2677,77,14.0,3,3,High Value
2678,43,90.0,1,2,Regular
2679,91,14.0,3,3,High Value
2680,68,90.0,2,2,Regular
2681,37,365.0,1,1,At Risk
2682,23,30.0,1,2,Regular
2683,65,90.0,2,2,Regular
2684,30,14.0,1,3,Regular
2685,45,14.0,1,3,Regular
2686,25,90.0,1,2,Regular
2687,72,14.0,2,3,Regular
2688,75,14.0,3,3,High Value
2689,63,90.0,2,2,Regular
2690,35,90.0,1,2,Regular
2691,32,7.0,1,3,Regular
2692,25,30.0,1,2,Regular
2693,90,90.0,3,2,Regular
2694,70,90.0,2,2,Regular
2695,27,90.0,1,2,Regular
2696,92,14.0,3,3,High Value
2697,20,30.0,1,2,Regular
2698,52,90.0,2,2,Regular
2699,57,90.0,2,2,Regular
2700,96,365.0,3,1,At Risk
2701,68,7.0,2,3,Regular
2702,30,14.0,1,3,Regular
2703,37,14.0,1,3,Regular
2704,42,7.0,1,3,Regular
2705,54,7.0,2,3,Regular
2706,81,14.0,3,3,High Value
2707,40,90.0,1,2,Regular
2708,88,7.0,3,3,High Value
2709,94,7.0,3,3,High Value
2710,54,14.0,2,3,Regular
2711,51,14.0,2,3,Regular
2712,22,30.0,1,2,Regular
2713,95,90.0,3,2,Regular
2714,57,365.0,2,1,At Risk
2715,45,14.0,1,3,Regular
2716,92,14.0,3,3,High Value
2717,40,7.0,1,3,Regular
2718,62,90.0,2,2,Regular
2719,90,14.0,3,3,High Value
2720,82,30.0,3,2,Regular
2721,52,90.0,2,2,Regular
2722,70,14.0,2,3,Regular
2723,83,14.0,3,3,High Value
2724,49,90.0,2,2,Regular
2725,91,14.0,3,3,High Value
2726,99,365.0,3,1,At Risk
2727,92,14.0,3,3,High Value
2728,87,14.0,3,3,High Value
2729,28,7.0,1,3,Regular
2730,71,30.0,2,2,Regular
2731,32,365.0,1,1,At Risk
2732,33,90.0,1,2,Regular
2733,75,90.0,3,2,Regular
2734,83,365.0,3,1,At Risk
2735,93,14.0,3,3,High Value
2736,29,14.0,1,3,Regular
2737,25,365.0,1,1,At Risk
2738,76,90.0,3,2,Regular
2739,81,90.0,3,2,Regular
2740,80,90.0,3,2,Regular
2741,70,14.0,2,3,Regular
2742,81,30.0,3,2,Regular
2743,86,365.0,3,1,At Risk
2744,94,90.0,3,2,Regular
2745,66,30.0,2,2,Regular
2746,98,14.0,3,3,High Value
2747,25,90.0,1,2,Regular
2748,62,90.0,2,2,Regular
2749,98,365.0,3,1,At Risk
2750,53,365.0,2,1,At Risk
2751,66,90.0,2,2,Regular
2752,52,30.0,2,2,Regular
2753,64,14.0,2,3,Regular
2754,59,90.0,2,2,Regular
2755,61,14.0,2,3,Regular
2756,97,365.0,3,1,At Risk
2757,23,30.0,1,2,Regular
2758,98,30.0,3,2,Regular
2759,98,14.0,3,3,High Value
2760,59,90.0,2,2,Regular
2761,82,14.0,3,3,High Value
2762,82,90.0,3,2,Regular
2763,41,90.0,1,2,Regular
2764,52,90.0,2,2,Regular
2765,41,7.0,1,3,Regular
2766,70,90.0,2,2,Regular
2767,91,30.0,3,2,Regular
2768,95,30.0,3,2,Regular
2769,25,14.0,1,3,Regular
2770,89,7.0,3,3,High Value
2771,44,90.0,1,2,Regular
2772,52,14.0,2,3,Regular
2773,94,90.0,3,2,Regular
2774,98,90.0,3,2,Regular
2775,40,90.0,1,2,Regular
2776,25,7.0,1,3,Regular
2777,62,365.0,2,1,At Risk
2778,24,90.0,1,2,Regular
2779,57,14.0,2,3,Regular
2780,66,14.0,2,3,Regular
2781,70,14.0,2,3,Regular
2782,39,7.0,1,3,Regular
2783,34,365.0,1,1,At Risk
2784,38,90.0,1,2,Regular
2785,70,90.0,2,2,Regular
2786,80,30.0,3,2,Regular
2787,51,90.0,2,2,Regular
2788,79,14.0,3,3,High Value
2789,92,365.0,3,1,At Risk
2790,85,14.0,3,3,High Value
2791,63,365.0,2,1,At Risk
2792,60,14.0,2,3,Regular
2793,44,7.0,1,3,Regular
2794,57,14.0,2,3,Regular
2795,24,14.0,1,3,Regular
2796,35,365.0,1,1,At Risk
2797,73,365.0,2,1,At Risk
2798,42,90.0,1,2,Regular
2799,20,7.0,1,3,Regular
2800,89,90.0,3,2,Regular
2801,76,14.0,3,3,High Value
2802,56,365.0,2,1,At Risk
2803,100,14.0,3,3,High Value
2804,44,30.0,1,2,Regular
2805,76,90.0,3,2,Regular
2806,97,90.0,3,2,Regular
2807,39,365.0,1,1,At Risk
2808,100,14.0,3,3,High Value
2809,62,90.0,2,2,Regular
2810,98,90.0,3,2,Regular
2811,31,14.0,1,3,Regular
2812,89,90.0,3,2,Regular
2813,91,90.0,3,2,Regular
2814,50,90.0,2,2,Regular
2815,32,30.0,1,2,Regular
2816,67,90.0,2,2,Regular
2817,28,7.0,1,3,Regular
2818,65,7.0,2,3,Regular
2819,73,365.0,2,1,At Risk
2820,27,30.0,1,2,Regular
2821,89,14.0,3,3,High Value
2822,72,30.0,2,2,Regular
2823,37,90.0,1,2,Regular
2824,63,14.0,2,3,Regular
2825,90,90.0,3,2,Regular
2826,62,365.0,2,1,At Risk
2827,43,365.0,1,1,At Risk
2828,96,14.0,3,3,High Value
2829,83,90.0,3,2,Regular
2830,67,7.0,2,3,Regular
2831,90,90.0,3,2,Regular
2832,53,7.0,2,3,Regular
2833,37,90.0,1,2,Regular
2834,56,30.0,2,2,Regular
2835,43,7.0,1,3,Regular
2836,84,365.0,3,1,At Risk
2837,50,14.0,2,3,Regular
2838,88,7.0,3,3,High Value
2839,50,7.0,2,3,Regular
2840,80,30.0,3,2,Regular
2841,47,365.0,2,1,At Risk
2842,33,7.0,1,3,Regular
2843,100,90.0,3,2,Regular
2844,26,7.0,1,3,Regular
2845,79,365.0,3,1,At Risk
2846,77,90.0,3,2,Regular
2847,36,14.0,1,3,Regular
2848,21,90.0,1,2,Regular
2849,72,90.0,2,2,Regular
2850,25,14.0,1,3,Regular
2851,79,365.0,3,1,At Risk
2852,73,30.0,2,2,Regular
2853,71,7.0,2,3,Regular
2854,48,7.0,2,3,Regular
2855,28,30.0,1,2,Regular
2856,95,90.0,3,2,Regular
2857,48,30.0,2,2,Regular
2858,93,30.0,3,2,Regular
2859,87,30.0,3,2,Regular
2860,32,365.0,1,1,At Risk
2861,38,7.0,1,3,Regular
2862,54,30.0,2,2,Regular
2863,75,90.0,3,2,Regular
2864,56,30.0,2,2,Regular
2865,43,7.0,1,3,Regular
2866,97,14.0,3,3,High Value
2867,75,365.0,3,1,At Risk
2868,55,14.0,2,3,Regular
2869,49,90.0,2,2,Regular
2870,58,7.0,2,3,Regular
2871,34,90.0,1,2,Regular
2872,43,14.0,1,3,Regular
2873,48,365.0,2,1,At Risk
2874,40,30.0,1,2,Regular
2875,29,365.0,1,1,At Risk
2876,81,7.0,3,3,High Value
2877,84,14.0,3,3,High Value
2878,46,30.0,2,2,Regular
2879,86,365.0,3,1,At Risk
2880,57,365.0,2,1,At Risk
2881,61,90.0,2,2,Regular
2882,90,365.0,3,1,At Risk
2883,51,14.0,2,3,Regular
2884,48,7.0,2,3,Regular
2885,50,90.0,2,2,Regular
2886,82,14.0,3,3,High Value
2887,33,7.0,1,3,Regular
2888,28,14.0,1,3,Regular
2889,42,90.0,1,2,Regular
2890,43,365.0,1,1,At Risk
2891,55,30.0,2,2,Regular
2892,73,30.0,2,2,Regular
2893,39,30.0,1,2,Regular
2894,20,90.0,1,2,Regular
2895,32,365.0,1,1,At Risk
2896,86,30.0,3,2,Regular
2897,91,90.0,3,2,Regular
2898,59,14.0,2,3,Regular
2899,33,365.0,1,1,At Risk
2900,64,14.0,2,3,Regular
2901,67,14.0,2,3,Regular
2902,43,90.0,1,2,Regular
2903,32,14.0,1,3,Regular
2904,39,90.0,1,2,Regular
2905,41,30.0,1,2,Regular
2906,53,14.0,2,3,Regular
2907,27,365.0,1,1,At Risk
2908,82,14.0,3,3,High Value
2909,87,90.0,3,2,Regular
2910,78,90.0,3,2,Regular
2911,32,30.0,1,2,Regular
2912,38,90.0,1,2,Regular
2913,37,14.0,1,3,Regular
2914,83,90.0,3,2,Regular
2915,72,14.0,2,3,Regular
2916,30,14.0,1,3,Regular
2917,66,14.0,2,3,Regular
2918,45,365.0,1,1,At Risk
2919,73,7.0,2,3,Regular
2920,67,30.0,2,2,Regular
2921,72,14.0,2,3,Regular
2922,24,14.0,1,3,Regular
2923,68,90.0,2,2,Regular
2924,70,90.0,2,2,Regular
2925,64,90.0,2,2,Regular
2926,91,90.0,3,2,Regular
2927,82,7.0,3,3,High Value
2928,24,14.0,1,3,Regular
2929,80,7.0,3,3,High Value
2930,53,14.0,2,3,Regular
2931,50,30.0,2,2,Regular
2932,31,14.0,1,3,Regular
2933,88,90.0,3,2,Regular
2934,52,30.0,2,2,Regular
2935,22,90.0,1,2,Regular
2936,27,7.0,1,3,Regular
2937,34,7.0,1,3,Regular
2938,39,7.0,1,3,Regular
2939,53,30.0,2,2,Regular
2940,46,7.0,2,3,Regular
2941,85,30.0,3,2,Regular
2942,86,30.0,3,2,Regular
2943,63,7.0,2,3,Regular
2944,44,30.0,1,2,Regular
2945,95,90.0,3,2,Regular
2946,49,90.0,2,2,Regular
2947,77,90.0,3,2,Regular
2948,63,365.0,2,1,At Risk
2949,83,14.0,3,3,High Value
2950,93,365.0,3,1,At Risk
2951,91,90.0,3,2,Regular
2952,99,7.0,3,3,High Value
2953,24,30.0,1,2,Regular
2954,82,365.0,3,1,At Risk
2955,28,365.0,1,1,At Risk
2956,67,365.0,2,1,At Risk
2957,88,30.0,3,2,Regular
2958,70,365.0,2,1,At Risk
2959,100,30.0,3,2,Regular
2960,28,90.0,1,2,Regular
2961,48,7.0,2,3,Regular
2962,43,14.0,1,3,Regular
2963,40,90.0,1,2,Regular
2964,97,7.0,3,3,High Value
2965,25,14.0,1,3,Regular
2966,45,14.0,1,3,Regular
2967,49,90.0,2,2,Regular
2968,36,365.0,1,1,At Risk
2969,48,90.0,2,2,Regular
2970,62,90.0,2,2,Regular
2971,74,14.0,3,3,High Value
2972,100,90.0,3,2,Regular
2973,39,90.0,1,2,Regular
2974,65,14.0,2,3,Regular
2975,99,7.0,3,3,High Value
2976,68,90.0,2,2,Regular
2977,97,14.0,3,3,High Value
2978,47,365.0,2,1,At Risk
2979,56,14.0,2,3,Regular
2980,91,7.0,3,3,High Value
2981,93,30.0,3,2,Regular
2982,36,365.0,1,1,At Risk
2983,45,7.0,1,3,Regular
2984,44,90.0,1,2,Regular
2985,32,14.0,1,3,Regular
2986,36,14.0,1,3,Regular
2987,85,30.0,3,2,Regular
2988,36,30.0,1,2,Regular
2989,55,30.0,2,2,Regular
2990,20,7.0,1,3,Regular
2991,91,30.0,3,2,Regular
2992,71,14.0,2,3,Regular
2993,64,7.0,2,3,Regular
2994,21,14.0,1,3,Regular
2995,100,90.0,3,2,Regular
2996,96,14.0,3,3,High Value
2997,91,90.0,3,2,Regular
2998,40,90.0,1,2,Regular
2999,53,90.0,2,2,Regular
3000,48,30.0,2,2,Regular
3001,70,7.0,2,3,Regular
3002,29,90.0,1,2,Regular
3003,29,90.0,1,2,Regular
3004,53,90.0,2,2,Regular
3005,79,14.0,3,3,High Value
3006,65,7.0,2,3,Regular
3007,99,14.0,3,3,High Value
3008,60,7.0,2,3,Regular
3009,86,7.0,3,3,High Value
3010,73,14.0,2,3,Regular
3011,45,365.0,1,1,At Risk
3012,70,90.0,2,2,Regular
3013,65,365.0,2,1,At Risk
3014,55,30.0,2,2,Regular
3015,65,90.0,2,2,Regular
3016,21,14.0,1,3,Regular
3017,26,90.0,1,2,Regular
3018,71,14.0,2,3,Regular
3019,41,14.0,1,3,Regular
3020,44,365.0,1,1,At Risk
3021,81,90.0,3,2,Regular
3022,77,90.0,3,2,Regular
3023,26,7.0,1,3,Regular
3024,31,90.0,1,2,Regular
3025,82,90.0,3,2,Regular
3026,60,30.0,2,2,Regular
3027,70,365.0,2,1,At Risk
3028,26,90.0,1,2,Regular
3029,100,90.0,3,2,Regular
3030,82,90.0,3,2,Regular
3031,24,7.0,1,3,Regular
3032,74,30.0,3,2,Regular
3033,58,90.0,2,2,Regular
3034,56,7.0,2,3,Regular
3035,37,90.0,1,2,Regular
3036,64,14.0,2,3,Regular
3037,58,14.0,2,3,Regular
3038,44,365.0,1,1,At Risk
3039,39,365.0,1,1,At Risk
3040,48,14.0,2,3,Regular
3041,32,14.0,1,3,Regular
3042,79,30.0,3,2,Regular
3043,27,90.0,1,2,Regular
3044,98,30.0,3,2,Regular
3045,67,90.0,2,2,Regular
3046,37,14.0,1,3,Regular
3047,49,90.0,2,2,Regular
3048,74,14.0,3,3,High Value
3049,93,14.0,3,3,High Value
3050,60,14.0,2,3,Regular
3051,76,90.0,3,2,Regular
3052,64,90.0,2,2,Regular
3053,38,14.0,1,3,Regular
3054,91,30.0,3,2,Regular
3055,70,30.0,2,2,Regular
3056,22,14.0,1,3,Regular
3057,59,14.0,2,3,Regular
3058,22,7.0,1,3,Regular
3059,74,14.0,3,3,High Value
3060,71,90.0,2,2,Regular
3061,80,30.0,3,2,Regular
3062,59,90.0,2,2,Regular
3063,96,30.0,3,2,Regular
3064,43,14.0,1,3,Regular
3065,76,90.0,3,2,Regular
3066,59,14.0,2,3,Regular
3067,48,90.0,2,2,Regular
3068,22,7.0,1,3,Regular
3069,40,7.0,1,3,Regular
3070,73,90.0,2,2,Regular
3071,26,14.0,1,3,Regular
3072,41,30.0,1,2,Regular
3073,98,90.0,3,2,Regular
3074,63,14.0,2,3,Regular
3075,55,14.0,2,3,Regular
3076,90,90.0,3,2,Regular
3077,46,14.0,2,3,Regular
3078,88,14.0,3,3,High Value
3079,95,14.0,3,3,High Value
3080,31,365.0,1,1,At Risk
3081,42,14.0,1,3,Regular
3082,44,7.0,1,3,Regular
3083,99,365.0,3,1,At Risk
3084,20,90.0,1,2,Regular
3085,37,30.0,1,2,Regular
3086,50,90.0,2,2,Regular
3087,73,90.0,2,2,Regular
3088,84,30.0,3,2,Regular
3089,64,90.0,2,2,Regular
3090,21,14.0,1,3,Regular
3091,36,90.0,1,2,Regular
3092,81,365.0,3,1,At Risk
3093,54,14.0,2,3,Regular
3094,63,90.0,2,2,Regular
3095,59,7.0,2,3,Regular
3096,53,14.0,2,3,Regular
3097,63,30.0,2,2,Regular
3098,33,90.0,1,2,Regular
3099,64,90.0,2,2,Regular
3100,98,14.0,3,3,High Value
3101,85,7.0,3,3,High Value
3102,82,14.0,3,3,High Value
3103,85,14.0,3,3,High Value
3104,37,7.0,1,3,Regular
3105,56,14.0,2,3,Regular
3106,33,30.0,1,2,Regular
3107,57,365.0,2,1,At Risk
3108,31,14.0,1,3,Regular
3109,69,30.0,2,2,Regular
3110,92,14.0,3,3,High Value
3111,46,14.0,2,3,Regular
3112,81,90.0,3,2,Regular
3113,97,365.0,3,1,At Risk
3114,93,7.0,3,3,High Value
3115,56,14.0,2,3,Regular
3116,53,14.0,2,3,Regular
3117,66,7.0,2,3,Regular
3118,50,14.0,2,3,Regular
3119,97,90.0,3,2,Regular
3120,79,90.0,3,2,Regular
3121,76,14.0,3,3,High Value
3122,38,7.0,1,3,Regular
3123,45,14.0,1,3,Regular
3124,77,14.0,3,3,High Value
3125,51,90.0,2,2,Regular
3126,26,90.0,1,2,Regular
3127,76,14.0,3,3,High Value
3128,94,90.0,3,2,Regular
3129,32,365.0,1,1,At Risk
3130,20,90.0,1,2,Regular
3131,20,90.0,1,2,Regular
3132,59,90.0,2,2,Regular
3133,97,90.0,3,2,Regular
3134,68,14.0,2,3,Regular
3135,66,7.0,2,3,Regular
3136,85,14.0,3,3,High Value
3137,32,14.0,1,3,Regular
3138,44,30.0,1,2,Regular
3139,95,90.0,3,2,Regular
3140,85,7.0,3,3,High Value
3141,44,7.0,1,3,Regular
3142,30,14.0,1,3,Regular
3143,21,90.0,1,2,Regular
3144,22,90.0,1,2,Regular
3145,70,90.0,2,2,Regular
3146,29,14.0,1,3,Regular
3147,83,365.0,3,1,At Risk
3148,99,7.0,3,3,High Value
3149,35,7.0,1,3,Regular
3150,40,365.0,1,1,At Risk
3151,25,14.0,1,3,Regular
3152,64,90.0,2,2,Regular
3153,90,30.0,3,2,Regular
3154,88,14.0,3,3,High Value
3155,55,90.0,2,2,Regular
3156,90,365.0,3,1,At Risk
3157,50,30.0,2,2,Regular
3158,34,14.0,1,3,Regular
3159,77,30.0,3,2,Regular
3160,89,90.0,3,2,Regular
3161,87,14.0,3,3,High Value
3162,77,30.0,3,2,Regular
3163,85,90.0,3,2,Regular
3164,66,30.0,2,2,Regular
3165,32,365.0,1,1,At Risk
3166,92,90.0,3,2,Regular
3167,80,14.0,3,3,High Value
3168,78,14.0,3,3,High Value
3169,24,14.0,1,3,Regular
3170,59,7.0,2,3,Regular
3171,41,14.0,1,3,Regular
3172,26,14.0,1,3,Regular
3173,52,14.0,2,3,Regular
3174,46,14.0,2,3,Regular
3175,52,30.0,2,2,Regular
3176,42,90.0,1,2,Regular
3177,37,30.0,1,2,Regular
3178,52,30.0,2,2,Regular
3179,34,365.0,1,1,At Risk
3180,88,14.0,3,3,High Value
3181,88,7.0,3,3,High Value
3182,51,90.0,2,2,Regular
3183,97,365.0,3,1,At Risk
3184,56,90.0,2,2,Regular
3185,53,90.0,2,2,Regular
3186,71,365.0,2,1,At Risk
3187,93,365.0,3,1,At Risk
3188,72,7.0,2,3,Regular
3189,59,30.0,2,2,Regular
3190,87,14.0,3,3,High Value
3191,78,14.0,3,3,High Value
3192,68,90.0,2,2,Regular
3193,76,14.0,3,3,High Value
3194,99,14.0,3,3,High Value
3195,52,14.0,2,3,Regular
3196,58,90.0,2,2,Regular
3197,59,14.0,2,3,Regular
3198,71,90.0,2,2,Regular
3199,94,7.0,3,3,High Value
3200,40,30.0,1,2,Regular
3201,24,30.0,1,2,Regular
3202,38,30.0,1,2,Regular
3203,37,365.0,1,1,At Risk
3204,29,365.0,1,1,At Risk
3205,92,14.0,3,3,High Value
3206,24,90.0,1,2,Regular
3207,52,30.0,2,2,Regular
3208,29,365.0,1,1,At Risk
3209,30,7.0,1,3,Regular
3210,31,365.0,1,1,At Risk
3211,67,14.0,2,3,Regular
3212,65,30.0,2,2,Regular
3213,22,7.0,1,3,Regular
3214,56,30.0,2,2,Regular
3215,78,365.0,3,1,At Risk
3216,90,90.0,3,2,Regular
3217,85,7.0,3,3,High Value
3218,58,7.0,2,3,Regular
3219,34,30.0,1,2,Regular
3220,40,7.0,1,3,Regular
3221,29,30.0,1,2,Regular
3222,76,365.0,3,1,At Risk
3223,84,90.0,3,2,Regular
3224,65,14.0,2,3,Regular
3225,80,30.0,3,2,Regular
3226,98,7.0,3,3,High Value
3227,71,14.0,2,3,Regular
3228,69,90.0,2,2,Regular
3229,95,365.0,3,1,At Risk
3230,67,30.0,2,2,Regular
3231,49,365.0,2,1,At Risk
3232,97,365.0,3,1,At Risk
3233,34,30.0,1,2,Regular
3234,74,14.0,3,3,High Value
3235,96,90.0,3,2,Regular
3236,68,30.0,2,2,Regular
3237,84,30.0,3,2,Regular
3238,57,7.0,2,3,Regular
3239,84,90.0,3,2,Regular
3240,32,30.0,1,2,Regular
3241,37,30.0,1,2,Regular
3242,58,90.0,2,2,Regular
3243,74,7.0,3,3,High Value
3244,99,90.0,3,2,Regular
3245,81,365.0,3,1,At Risk
3246,76,7.0,3,3,High Value
3247,98,30.0,3,2,Regular
3248,91,14.0,3,3,High Value
3249,79,90.0,3,2,Regular
3250,83,90.0,3,2,Regular
3251,90,7.0,3,3,High Value
3252,20,90.0,1,2,Regular
3253,21,14.0,1,3,Regular
3254,60,14.0,2,3,Regular
3255,31,90.0,1,2,Regular
3256,40,30.0,1,2,Regular
3257,26,90.0,1,2,Regular
3258,98,90.0,3,2,Regular
3259,51,14.0,2,3,Regular
3260,95,90.0,3,2,Regular
3261,36,365.0,1,1,At Risk
3262,52,7.0,2,3,Regular
3263,35,90.0,1,2,Regular
3264,68,14.0,2,3,Regular
3265,50,14.0,2,3,Regular
3266,100,14.0,3,3,High Value
3267,74,7.0,3,3,High Value
3268,45,90.0,1,2,Regular
3269,97,90.0,3,2,Regular
3270,60,30.0,2,2,Regular
3271,25,365.0,1,1,At Risk
3272,55,7.0,2,3,Regular
3273,99,90.0,3,2,Regular
3274,45,90.0,1,2,Regular
3275,20,14.0,1,3,Regular
3276,88,7.0,3,3,High Value
3277,99,90.0,3,2,Regular
3278,86,30.0,3,2,Regular
3279,70,7.0,2,3,Regular
3280,50,14.0,2,3,Regular
3281,57,30.0,2,2,Regular
3282,69,365.0,2,1,At Risk
3283,94,30.0,3,2,Regular
3284,24,90.0,1,2,Regular
3285,79,365.0,3,1,At Risk
3286,31,7.0,1,3,Regular
3287,67,14.0,2,3,Regular
3288,63,7.0,2,3,Regular
3289,61,14.0,2,3,Regular
3290,50,90.0,2,2,Regular
3291,82,30.0,3,2,Regular
3292,51,30.0,2,2,Regular
3293,23,14.0,1,3,Regular
3294,91,14.0,3,3,High Value
3295,60,14.0,2,3,Regular
3296,34,7.0,1,3,Regular
3297,23,90.0,1,2,Regular
3298,82,30.0,3,2,Regular
3299,73,90.0,2,2,Regular
3300,32,30.0,1,2,Regular
3301,80,14.0,3,3,High Value
3302,58,14.0,2,3,Regular
3303,82,14.0,3,3,High Value
3304,60,14.0,2,3,Regular
3305,79,90.0,3,2,Regular
3306,41,14.0,1,3,Regular
3307,39,14.0,1,3,Regular
3308,36,30.0,1,2,Regular
3309,70,30.0,2,2,Regular
3310,47,30.0,2,2,Regular
3311,27,14.0,1,3,Regular
3312,52,365.0,2,1,At Risk
3313,75,90.0,3,2,Regular
3314,30,30.0,1,2,Regular
3315,94,90.0,3,2,Regular
3316,68,90.0,2,2,Regular
3317,45,14.0,1,3,Regular
